category,air_date,category
THEIR NATIVE SOIL,7/8/04,5
THEIR ONLY TOP 10 POP HIT,10/20/08,5
THEIR ONLY TOP 10 POP HIT,11/17/11,5
THEIR ROMAN EQUIVALENTS,11/2/11,5
THEIR SIMILAR MOVIE TITLES,4/28/09,5
THEIR TEEN YEARS,2/15/06,5
THEM CROOKED VULTURES,11/9/10,5
THEM LITERATURE TYPE FACTS,2/21/08,5
THEM'S FIGHTIN' WORDS,7/18/01,5
THEM'S FIGHTIN' WORDS,9/10/97,5
THEM'S FIGHTIN' WORDS!,11/6/09,5
THEM'S FIGHTIN' WORDS!,7/22/10,5
THEME PARK FUN,1/21/09,5
THEME PARK FUN,11/7/97,5
THEME PARK FUN,2/14/07,5
THEME PARK FUN,2/18/08,5
THEME PARK FUN,9/18/02,5
THEME PARK THRILLERS,10/3/96,5
THEMES LIKE OLD TIMES,7/3/08,5
"THEN HIT ""PRINT""",12/25/06,5
THEN THERE'S MAUVE,12/8/09,5
THEN WE CAN DIG IT,6/13/05,5
THEN YOU GET THE WOMEN,10/6/05,5
THEODORE ROOSEVELT,5/31/11,5
THEOLOGIANS,3/21/05,5
THEOLOGY,11/27/08,5
THEORIES,4/30/99,5
THEORIES OF SCIENCE,11/11/02,1
THERAPISTS,9/5/01,5
THERE ARE NO SMALL PARTS,10/30/92,5
THERE ARE NO SMALL PARTS,4/12/07,5
THERE ARE PLACES,10/8/04,5
THERE ARE PLACES,3/29/04,5
THERE ARE PLACES,6/11/03,5
THERE ARE SOME STRINGS ATTACHED,2/5/09,5
THERE GOES THE EMPIRE,2/11/99,5
THERE IS A SANTA CLAUSE,12/21/05,5
THERE IS A SEASON,6/29/11,5
THERE IS NO PLACE LIKE NEBRASKA,10/18/99,5
THERE IS NOTHING LIKE A DANE,1/6/04,5
THERE MIGHT BE BLOOD,3/31/10,5
THERE ONCE WAS THIS MAN FROM...,4/8/09,5
THERE OUGHTA BE A LAW,6/5/02,5
THERE SHE IS,11/7/02,5
"THERE SHE IS, MISS AMERICA",7/21/11,5
THERE SHOULD BE PLAYOFFS!,9/23/11,5
THERE WAS A FARMER,6/1/06,5
"THERE WILL BE ""RAM""IFICATIONS",6/30/11,5
"THERE WILL BE ""UD""",10/21/08,5
THERE WILL BE BLOOD SAUSAGE,9/25/08,5
"THERE'S ""ANT""s IN MY CATEGORY!",3/26/01,5
"THERE'S ""AU""",3/18/08,5
"THERE'S A ""WAY""",10/23/97,5
"THERE'S A ""WAY""",10/27/05,5
"THERE'S A ""WAY""",4/4/01,5
THERE'S A DRAFT IN THE ROOM,2/10/11,5
THERE'S A FIRST TIME FOR EVERYTHING,10/31/05,5
THERE'S A PLACE FOR US,1/7/05,5
THERE'S A PLACE FOR US,7/21/04,5
THERE'S A PRICE ON YOUR HEAD,9/24/10,5
THERE'S A SEXY CATEGORY!,12/9/10,5
THERE'S A SUCKER...,3/24/03,5
THERE'S A TITLE IN THE TITLE,11/26/09,5
THERE'S A WEIGHT,7/6/07,5
THERE'S A WHOLE WORLD OUT THERE,11/11/02,5
THERE'S A WORD FOR THAT,12/13/11,5
THERE'S A WORD FOR THAT,9/16/08,5
"THERE'S AN ""A""",12/5/00,5
"THERE'S AN ""A""",3/1/00,5
THERE'S NO BUSINESS,4/20/05,5
THERE'S NO BUSINESS LIKE BUSINESS BUSINESS,5/1/06,5
THERE'S NO PLACE LIKE ANCIENT ROME,3/23/06,5
THERE'S NO PLACE LIKE HOME,1/20/09,5
THERE'S NO PLACE LIKE NOME,7/6/06,5
THERE'S NO PLACE LIKE ROME,1/2/01,5
THERE'S NOTHING LIKE A DAME,6/4/03,4
THERE'S ONLY ONE...,11/2/10,5
THERE'S SOMETHING ABOUT MARIE ANTOINETTE,6/20/00,5
THERE'S SOMETHING ABOUT MARY,11/4/05,5
THERE'S SOMETHING ABOUT MARY,12/12/06,5
THERE'S SOMETHING ABOUT MARYLAND,11/25/98,5
"THEREFORE, ""IAM""",2/10/09,5
THESE 3...,12/14/07,5
THESE BOOTS,3/4/11,4
THESE UNITED STATES,11/16/98,1
THESE WORDS ARE IN JEOPARDY!,11/12/04,5
"THESPIAN-""O""",5/3/05,5
THET IZN'T SPELED RITE,2/26/07,5
THEY ALL PLAYED COUNTRY SINGERS,6/10/04,5
THEY ALL PLAYED HAMLET,1/7/98,5
THEY ALL PLAYED SINGERS,1/20/03,5
THEY ALL RHYME,1/29/10,5
THEY ALL WENT TO YALE,4/20/04,5
THEY ALMOST STARRED IN...,1/9/97,5
THEY ALMOST STARRED IN...,10/17/97,5
THEY ALMOST STARRED IN...,11/26/96,5
THEY ALMOST STARRED IN...,11/7/95,5
THEY ALMOST STARRED IN....,3/31/97,5
THEY ALSO RAN,1/1/97,5
THEY ALSO RAN,11/17/97,5
THEY ALSO RAN,2/16/99,5
THEY ALSO RAN,4/16/08,5
"THEY ARE ""US""",6/18/08,5
THEY ARE THE CHAMPIONS,2/4/10,5
THEY ATTENDED UW,11/15/00,4
"THEY BITE, THEY STING",1/31/01,5
THEY BLEW US OUT OF THE WATER,10/15/08,5
THEY CALL ME MISTER...,12/13/10,5
THEY CALL THE WIND...,10/6/08,5
THEY CAME FROM ANOTHER WORLD,6/12/00,4
THEY CAME FROM CLEVELAND,12/11/97,5
THEY CAME FROM TOLEDO,11/22/00,5
THEY CAME TO EGYPT,3/18/05,5
THEY CAN'T ALL BE GEMS,3/9/98,5
THEY COME IN SEVENS,2/22/05,5
THEY COME IN THREES,10/29/07,5
THEY COME IN THREES,2/18/11,5
THEY COME IN TWOS,11/22/10,5
THEY COVERED THE BEATLES,4/3/98,5
THEY DANCE RINGS AROUND YOU!,10/9/02,5
THEY DID GOOD,3/7/06,3
THEY DIFFER BY ONE LETTER,6/22/07,5
THEY DO GOOD WORK,11/10/04,5
THEY DRIVE ON THE LEFT,10/7/10,5
THEY EARNED HALOS,1/9/98,5
THEY EAT THAT?,3/12/04,5
THEY FOUND MORE THAN ONE ELEMENT,1/5/05,5
THEY GIVE US GAS,6/8/11,5
THEY GOT IT ON eBAY!,2/12/09,5
"THEY GOT MILK, TOO?",11/1/01,5
THEY GOT STRUCK,12/24/08,5
THEY HAIL FROM BOSTON,11/18/98,4
THEY HAIL FROM WISCONSIN,5/15/08,5
THEY HATE L.A.,10/18/06,5
THEY HAVE HOOVES,9/3/01,5
THEY HAVE LAST NAMES,6/25/99,5
THEY HELD UP,7/20/11,5
THEY KILT,9/29/05,5
THEY LEFT THEIR MARK AT GRAUMAN'S CHINESE,3/30/10,5
THEY LIVED PAST 100,2/26/10,5
THEY MADE THE TOP 40,9/22/08,5
THEY MEAN BUSINESS!,2/25/08,5
THEY MEANT BUSINESS,6/4/99,5
THEY MIGHT BE GIANTS,6/11/98,5
THEY NAMED A CITY FOR ME IN...,1/27/10,5
THEY NAMED A FOOD FOR ME,9/26/07,5
THEY NAMED A MOUNTAIN FOR ME,3/31/11,5
THEY NAMED A SCHOOL FOR ME,11/7/02,5
THEY NAMED IT FOR ME,1/22/04,5
THEY NAMED IT FOR ME,6/28/00,5
THEY OUGHT TO MAKE A MOVIE,10/4/11,5
THEY OWN THAT?,1/3/08,5
THEY PASSED,1/5/05,5
THEY PICKED UP THE CHEKHOV,7/26/06,5
THEY PLAYED JESSE JAMES,6/22/04,5
THEY PLAYED WYATT EARP,4/27/07,5
THEY PUT ME ON HOLD AGAIN!,4/13/04,4
THEY PUT ME ON HOLD AGAIN!,4/25/03,2
THEY PUT ME ON HOLD AGAIN!,6/18/01,5
THEY REALLY SAID IT,4/1/04,5
THEY REST IN NEBRASKA,3/24/99,4
THEY REST IN RHODE ISLAND,6/11/99,5
THEY RODE THE ORIENT EXPRESS,1/5/07,5
THEY RULED IN 1708,6/10/08,5
THEY RULED!,1/7/10,5
THEY RULED!,5/7/09,5
THEY SAID IT,6/25/01,5
THEY SAID IT,6/5/08,5
THEY SAID IT IN 2005,5/8/06,5
THEY SAID THAT?,9/22/99,5
THEY SAYETH OF BEAUTY,12/10/99,5
THEY SHOT THE SHERIFF,11/16/09,5
THEY SHOULD HAVE PLAYED VEGAS,3/12/09,5
THEY SOUND LIKE BEFORE & AFTERS,4/21/04,5
THEY STILL MAKE THAT?,1/5/09,5
THEY TOOK DEBATE,11/28/06,5
THEY USED TO BE CHEERLEADERS,7/23/07,5
THEY USED TO BE IN CHARGE,12/9/04,5
THEY USED TO BE IN CHARGE,2/17/99,5
THEY USED TO BE IN CHARGE,3/10/04,5
THEY USED TO BE IN CHARGE,4/27/05,5
THEY USED TO BE IN CHARGE,9/16/99,5
THEY USED TO BE SOAP STARS,10/8/98,5
THEY USED TO BE TEENAGERS,11/19/98,5
THEY USED TO BE TRUCK DRIVERS,11/14/96,5
THEY WENT TO SCHOOL BACK EAST,12/15/99,5
THEY WERE CONTEMPORARIES,12/21/09,5
THEY WERE DROPOUTS,11/12/10,5
THEY WERE FREEMASONS,10/29/01,5
THEY WERE IN THAT?,10/15/01,3
THEY WERE STONED,3/10/11,5
THEY WERE TEENS IN 1950,11/5/99,5
THEY WERE THE HOLLYWOOD SQUARES,9/21/06,5
"THEY WILL ""COMB""",4/12/10,5
"THEY WILL ""COME""",10/2/02,5
"THEY WILL ""UM""",12/28/07,5
THEY WILL COME,4/14/09,5
THEY WRITE THE SONGS,4/19/99,3
THEY WROTE FOR BRITTANICA,9/18/01,5
THEY WROTE FOR THE NEW YORK TIMES,6/14/01,5
THEY WROTE THE SONGS,7/14/00,5
"THEY'RE ""GR""EAT!",12/12/07,5
"THEY'RE ""OFF""",5/4/99,5
THEY'RE ALL GEMS,12/19/97,5
THEY'RE ALL WINNERS!,9/22/04,5
THEY'RE BA-A-CK!,4/24/00,5
THEY'RE BIG,11/27/09,5
THEY'RE FROM USC,5/11/07,5
THEY'RE GREAT!,3/20/01,5
THEY'RE HISTORY!,4/6/98,5
THEY'RE HOT!,10/5/00,5
THEY'RE IN CHARGE,1/13/99,5
THEY'RE IN CHARGE,10/4/99,5
THEY'RE IN CHARGE,11/6/00,5
THEY'RE IN CHARGE,3/23/00,5
THEY'RE IN HOW I MET YOUR MOTHER,9/14/10,5
THEY'RE INDIGENOUS,5/27/02,5
THEY'RE LOOKING OUT FOR US,7/23/10,5
THEY'RE LYRICAL,2/28/00,5
THEY'RE NO. 1!,5/19/10,5
"THEY'RE NOT BOOING, THEY'RE SAYING...",9/12/03,5
THEY'RE NOT IN KANSAS ANY MORE,3/20/98,4
THEY'RE NUTS IN CALIFORNIA,5/16/11,5
THEY'RE ON CABLE,4/22/11,5
THEY'RE ON CABLE TV,1/14/11,5
THEY'RE OUR GODS,2/19/08,5
THEY'RE SO ATHLETIC!,5/21/08,5
THEY'RE SPORTY,6/1/04,5
THEY'RE STILL MYTHING,3/26/01,5
THEY'RE STONED,3/17/00,5
THEY'RE TALKIN' BASEBALL,1/6/09,5
THEY'RE UNREAL! (WE THINK),9/3/97,5
THEY'VE BEEN BENCHED,5/14/02,5
THEY'VE BEEN GOING IN & OUT OF STYLE,7/2/07,5
THEY'VE BEEN IN YOUR DEN,4/10/01,5
THEY'VE GOT THE BLUES,3/18/99,5
"THING""O""",12/16/11,5
THINGAMAJIGS,12/31/08,5
THINGS,5/17/11,5
THINGS ARCHITECTS SHOULD KNOW,4/3/06,5
"THINGS ARE LOOKING ""UP""",11/16/09,5
THINGS ARE SLOW,10/25/10,5
THINGS FARMERS KNOW,3/30/06,5
THINGS I LEARNED AT THE MOVIES,10/4/99,5
THINGS I WISH I'D SAID,9/1/97,5
THINGS IN THE YALE LIBRARY,2/28/06,5
THINGS ON NFL HELMETS,9/26/08,5
THINGS THAT EXPLODE,2/8/01,5
THINGS THAT GO BUMP,3/17/98,5
THINGS THAT HAPPENED,2/3/04,5
THINGS TO DO IN DENVER,3/20/08,3
THINGS TO DO IN THE USA,2/21/11,5
THINGS TO DO WITH CARROTS,5/5/04,5
THINGS TO GIVE THANKS FOR,11/18/04,5
THINGS WITH POCKETS,12/20/10,5
THINGS WITH STINGS,2/1/10,5
THINGS YOU SHOULDN'T PUT IN YOUR MOUTH,9/5/01,5
"THINK ""INK""",10/13/97,5
"THINK ""TANK""",2/28/06,5
THINK ABOUT IT,12/16/02,5
THINK FAST,10/18/07,5
THINK FAST,11/26/97,5
THINK FAST WITH U.S. PRESIDENTS,7/6/11,3
THINK OF ENGLAND,5/29/09,5
THINK OF THE CHILDREN!,12/30/11,3
THINK PINK,12/26/97,5
THINK PINK,5/19/04,5
THINK TWICE,10/21/10,5
THINK TWICE,5/1/90,5
THINK YOU KNOW BASEBALL?,3/24/09,5
THINKERS,2/28/01,5
THINKERS,4/26/05,5
THINKERS & THOUGHTS,12/23/99,5
THINKING ABOUT COLLEGE,2/10/03,5
THINKING ABOUT COLLEGE,7/18/07,5
THINKING GREEN,4/13/11,5
THIRD BASE,1/3/05,5
THIRD IN SEQUENCE,6/19/09,5
THIRD PARTY CANDIDATES,11/22/00,5
THIRD PARTY PRESIDENTIAL CANDIDATES,6/27/05,5
THIRD PRIZE,10/22/10,4
THIRD ROCK FROM THE SUN,10/2/08,5
THIRD WORLD,3/28/05,5
THIRTYSOMETHING,11/25/93,5
THIRTYSOMETHING,4/28/06,5
"THIS ""BUD""'S FOR YOU",12/30/04,5
"THIS ""LAND"" IS MY LAND",11/3/09,5
"THIS ""LAND"" IS YOUR LAND",10/6/11,5
THIS & THAT,1/13/12,5
THIS & THAT,11/25/10,5
THIS & THAT,12/10/08,5
THIS & THAT,12/3/07,5
THIS & THAT,2/20/08,5
THIS & THAT,3/2/00,5
THIS & THAT,4/11/08,5
THIS & THAT,4/28/08,5
THIS & THAT,6/10/99,5
THIS & THAT,6/28/01,5
THIS & THAT,7/5/11,5
THIS & THAT,9/22/09,5
THIS 'N' THAT,12/19/96,5
THIS AMERICAN LIFE,7/8/09,5
THIS CATEGORY DOESN'T STINK,10/14/02,5
THIS CATEGORY GOES TO 11,11/14/06,5
THIS CATEGORY IS A DISASTER!,10/12/05,5
THIS CATEGORY IS A SHOE-IN,12/8/10,3
THIS CATEGORY IS ABBREVIATED,10/28/04,5
THIS CATEGORY IS ABBREVIATED,5/4/04,5
THIS CATEGORY IS ABBREVIATED,6/12/03,5
THIS CATEGORY IS FULL OF BEANS,1/26/07,5
THIS CATEGORY IS GONNA TANK,4/21/04,5
THIS CATEGORY IS MURDER,4/20/11,5
THIS CATEGORY STINKS!,5/10/02,5
THIS DOES NOT COMPUTE,11/21/00,5
THIS FALL IN ENTERTAINMENT,11/13/09,5
THIS GLAND IS YOUR GLAND,2/11/09,5
THIS IS A BUST!,5/24/10,5
THIS IS A JOB FOR A HERO,9/20/11,5
THIS IS CNN,7/28/10,5
THIS IS GONNA BE TOUGH,9/24/04,5
THIS IS I COUNTRY,6/29/00,5
THIS IS JEOPARDY!,1/11/88,5
THIS IS MY COUNTRY,2/2/99,5
THIS IS N-P-R,1/21/11,5
THIS IS ONE SLIMY CATEGORY,2/18/09,5
THIS IS OUR COUNTRY,10/28/98,5
THIS IS PLANET EARTH,11/4/99,5
"THIS IS YOUR LIFE, JOHN QUINCY ADAMS",7/16/08,5
"THIS IS YOUR LIFE, WOODROW WILSON",11/9/98,5
THIS IS YOUR WIFE!,9/15/08,5
THIS ISLAND IS YOUR ISLAND,6/2/11,5
THIS JUST IN,1/8/09,5
THIS JUST IN...,4/14/99,5
THIS JUSTIN,1/8/09,5
THIS LAND IS YOUR LAND,12/26/00,5
THIS LANDFILL IS MY LANDFILL,11/30/11,5
THIS LOOKS LIKE A GOOD SPOT,9/6/01,5
THIS MAY SURPRISE YOU,5/25/07,5
"THIS MEANS ""WAR""",1/29/09,5
"THIS MEANS ""WAR""",3/4/03,5
THIS MEANS TROUBLE,12/16/05,5
THIS MEANS WAR,11/17/04,5
THIS MEANS WAR!,10/16/00,5
THIS MEANS WAR!,10/8/07,5
THIS MEANS WAR!,12/23/98,5
THIS MEANS WAR!,2/26/07,5
"THIS MOVIE IS ""DEAD""",10/7/04,5
THIS MOVIE IS A DISASTER!,9/12/05,5
THIS MUST BE BELGIAN,5/25/05,5
THIS MUST BE BELGIUM,2/4/99,5
THIS MUST BE POLAND,6/29/98,5
THIS OLD HAUNTED HOUSE,2/11/00,5
THIS OLD HOUSE,2/21/05,5
THIS OLD HOUSE 30th ANNIVERSARY,1/27/10,5
THIS OLD HOUSE: THE AUSTIN PROJECT,4/27/07,5
THIS PLACE IS A ZOO!,12/25/00,5
THIS PLACE IS A ZOO!,4/28/00,5
THIS PLACE IS A ZOO!,5/8/03,5
THIS SHOULD SOUND FAMILIAR,3/18/05,5
THIS SIDE OF PARASITES,10/19/07,5
THIS SONG'S ALL WET!,6/2/05,5
THIS SPACE,1/13/00,5
THIS TOWN AIN'T BIG ENOUGH,12/9/99,5
THIS WAY TO THE EGRESS,9/23/04,5
THIS WEEK IN GOD,7/21/06,5
THIS WILL SLAY YOU,4/8/09,5
THIS YEAR IN HISTORY,10/10/11,5
THIS YEAR'S HEADLINE!,10/25/01,5
THIS'LL KILL YA!,6/6/02,5
"THIS, OR THAT",7/1/09,5
"THIS, THAT",4/9/09,5
THIS... IS... HEGEMONY!,12/28/11,5
THIS... WAS... JEOPARDY!,10/19/10,5
"THOMAS AQUINAS, ADVICE COLUMNIST",9/25/02,5
THOMAS JEFFERSON,10/12/07,5
THOMAS JEFFERSON'S MONTICELLO,12/17/08,5
THOMAS JEFFERSON'S READING LIST,12/7/06,5
THOMAS MORE,3/15/00,5
THOMAS PAINE,1/18/06,5
THOMAS PAINE,11/25/98,5
THOSE '70s SHOWS,3/5/03,5
THOSE AMAZING ANIMALS,6/2/08,5
THOSE AMAZING MAMMALS,2/15/00,5
THOSE ANIMALS FRIGHTEN ME!,1/10/11,5
THOSE ARE THE RULES,6/5/06,5
THOSE CRAZY GUGGENHEIMS,12/14/04,5
THOSE DARN EQUESTRIANS,6/30/08,5
THOSE DARN ETRUSCANS,11/14/86,5
THOSE DARN ETRUSCANS,5/10/02,5
THOSE DARN ETRUSCANS,6/30/08,5
THOSE DREADED STORY PROBLEMS,11/26/97,5
THOSE FUNNY BRITS,6/23/06,5
THOSE FUNNY EUROPEANS,3/7/03,5
THOSE PHABULOUS PHOENICIANS,11/7/90,5
THOSE ROCKIN' '90s,9/15/04,5
THOSE WACKY CANADIANS,5/16/00,5
THOSE WACKY GERMANS,9/7/99,5
THOU ART DA MAN!,10/16/06,5
THOU CANST BIBLICALLY QUOTE ME,4/18/06,5
THOUGHT FOR FOOD,7/9/10,5
THREE,1/6/00,5
THREE,9/30/02,5
THREE CHEERS!,7/6/04,5
THREE IS A MAGIC NUMBER,12/24/04,5
THREE LITTLE WORDS,1/12/96,5
THREE OF A KIND,11/27/08,5
THREE OF A KIND,2/15/07,5
THREE OF A KIND,7/6/99,5
THREE ON A MATCH,6/26/06,5
THREE'S COMPANY,10/14/03,5
THRILLER,6/11/02,5
THROUGH THE 1800s WITH SARAH POLK,2/5/09,5
THROUGH THE LOOKING GLASS,9/4/00,5
THROUGH THE LOOKING-GLASS,12/18/97,5
THROUGH THE LOOKING-GLASS,2/8/05,5
THROUGH THE LOOKING-GLASS,5/23/94,5
THROUGH THE LOOKING-GLASS,7/17/08,5
THROUGH THE WOODS,5/27/98,5
THROW IT HERE,7/24/06,5
"THROW THE ""BOOK"" AT 'EM!",6/18/04,5
THROWDOWN WITH BOBBY FLAY,3/12/08,5
THROWING A GOOD BOOK AT YOU,12/15/04,4
THROWING THE BOOK AT YOU,10/26/01,5
THROWING THE BOOK AT YOU,2/25/08,5
THUMB ENCHANTED EVENING,4/5/04,4
THUNDER & LIGHTNING,10/26/06,5
THURBER,9/28/92,5
THURSDAY NIGHT TV,3/4/03,5
TIBET YOUR LIFE,10/27/08,5
TICKER-TAPE PARADE HONOREES,12/3/02,3
TICKLE THE IVORIES,12/1/10,5
TIDY,10/6/11,5
TIGER,9/21/00,5
TIGER WOODS,9/21/00,5
TIGERS BY THE TALE,6/7/11,5
TILL DEATH DO US PART--NOT!,10/3/01,5
TIM CONWAY FILMS,6/9/98,5
TIM TIME,6/29/09,5
"TIM, TOM, TAMMY",4/1/05,5
TIME,10/29/10,5
TIME,11/14/89,5
TIME,3/22/96,5
TIME,3/8/99,5
TIME,4/29/08,5
TIME,5/7/98,5
TIME,9/12/89,5
TIME FLIES,11/20/08,5
"TIME FOR ""UNCH""",6/5/07,5
"TIME FOR A ""BRU""",2/19/03,5
"TIME FOR A ""CON""TEST",5/20/05,5
"TIME FOR A ""NAP""",5/13/09,5
"TIME FOR A ""PI""",2/1/05,5
TIME FOR A CHANGE,12/7/11,5
TIME FOR A CZECH UP,12/6/99,5
TIME FOR A HAIRCUT,11/4/10,5
TIME FOR A HAIRCUT,3/20/07,5
TIME FOR A MOVIE REVIEW,12/21/05,5
TIME FOR A ROUND OF GOLF,10/1/01,5
TIME FOR A ROUND OF GOLF,6/12/08,5
TIME FOR A SNACK,5/27/08,5
TIME FOR A SOLO,4/25/11,5
"TIME FOR A SPOT OF ""T""",7/8/03,5
TIME FOR CLASS,7/13/09,5
TIME FOR LEFTOVERS,4/21/08,5
TIME FOR LUNCH,12/16/11,5
"TIME FOR THE ""SAT"" AGAIN!",2/5/10,5
"TIME IS ""SHORT""",5/15/07,5
TIME IS ON MY SIDE,6/19/06,5
TIME IS ON YOUR SIDE,4/30/10,5
TIME LAPSE,4/5/06,5
TIME LINES,12/28/09,5
TIME MAGAZINE'S MAN OF THE YEAR,4/22/04,1
TIME PERIODS,4/8/04,5
TIME PHRASES,12/22/97,5
TIME PIECES,7/25/11,5
TIME QUOTES,2/21/00,5
"TIME TO ""B"" SPECIAL",3/20/01,5
"TIME TO ""BEG"" FOR IT",5/19/08,5
"TIME TO ""D""ECIDE",2/1/00,5
"TIME TO ""EAT""",1/1/10,5
"TIME TO ""FLY""",11/25/09,5
"TIME TO ""RE""-UP",7/6/06,5
TIME TO CONVERT,5/4/09,5
TIME TO EAT,12/12/05,5
"TIME TO GET A ""HEAD""",12/15/05,5
TIME TO GET A HEAD,3/11/05,5
TIME TO GET SIMON-IZED,5/20/08,5
TIME TO HIT THE BOOKS,11/20/08,5
"TIME TO P""UNT""",2/18/03,5
TIME TO RETIRE,7/16/01,5
TIME TO SAVE,7/12/07,5
TIME TO SURRENDER,11/27/08,5
TIME TO VOTE!,5/27/04,5
TIME ZONE PROBLEMS,1/13/98,5
TIME ZONING,4/6/10,5
TIME'S 100 MOST INFLUENTIAL PEOPLE,10/9/09,5
TIME'S MAN OF THE YEAR,12/2/99,5
TIME'S MAN OF THE YEAR,2/4/97,5
TIME'S MAN OF THE YEAR,5/2/03,4
TIME'S MAN OF THE YEAR,6/9/03,1
TIME'S PERSON OF THE YEAR,5/14/07,5
TIME'S TOP 10 EVERYTHING OF 2008,5/25/09,5
TIME's TOP 100,9/19/05,5
TIMELESS TV,12/7/10,5
TIMELINE 1600S,12/8/08,5
TIMEPIECES,1/23/90,4
TIMES PAST,12/15/11,5
TIMES SQUARE AT 100,12/27/04,5
TIMON OF ATHENS,11/13/98,2
TINKER,7/13/11,5
TINKERERS,12/7/98,4
TINSELTOWN TERMS,9/4/97,5
TINSELTOWN TRAGEDIES,7/7/99,5
TINY THINGS,10/7/02,5
TIPS ON NETWORKING,12/27/11,5
TITLE 9,1/11/12,5
TITLE ANIMALS OF KIDS' BOOKS,12/13/11,5
TITLE BALLET WOMEN,9/14/07,5
TITLE CHARACTERS,12/27/04,5
TITLE CHARACTERS,6/17/10,5
TITLE FILM ANIMALS,6/16/05,5
TITLE FILM FEMALES,10/10/97,5
TITLE FILM FOLK,4/26/00,5
TITLE FILM FOLK,7/5/00,5
TITLE FILM ROLES,1/24/01,5
TITLE LOVERS,1/4/01,5
TITLE POSSESSIONS,10/2/07,5
TITLE REFERENCES,7/3/00,5
TITLE ROLE PLAYING,3/22/10,5
TITLE ROLE PLAYING,4/11/11,5
TITLE ROLES,3/8/00,5
TITLE WAVE,1/25/11,5
TITLE WAVE,11/1/04,5
TITLE WOMEN IN SONG,7/3/09,5
TITLED HEADS,12/7/84,1
TITLED HEADS,9/24/84,1
TITLES,4/19/90,5
TITLES,5/16/90,5
TITLES CONTAINING TITLES,11/9/10,5
TITLES FROM SHAKESPEARE,4/21/06,5
TITLES OF PRINCE CHARLES,4/12/07,5
TITLES TAKEN FROM SHAKESPEARE,10/15/01,4
"TO ""EACH"" HIS OWN",6/22/05,5
"TO ""L"" WITH SCIENCE",5/20/09,5
"TO ""SUR""",2/25/09,5
"TO A ""T""",12/9/02,5
"TO A ""T""",3/8/99,5
"TO A ""TEE""",1/23/04,5
TO ALASKA,5/27/99,5
TO B OR NOT TO B,12/29/04,5
TO BEE OR NOT TO BEE,4/6/09,5
TO BUILD A FLOWER,6/12/07,5
"TO CONCL""UDE""?",9/12/06,5
TO EVERY THING THERE IS A SEASON,2/5/04,5
TO EVERYTHING,6/29/11,3
TO EVERYTHING THIS IS A SEASON,1/7/08,5
TO GET OURSELVES A TREAT,6/24/10,5
TO GRANDMOTHER'S HOUSE WE GO,5/27/98,5
TO INJURY,7/13/07,5
TO MAKE A SHORT STORY SHORT,2/1/07,5
TO NEIL,5/31/05,5
TO PARTY!,10/17/06,5
TO PHRASE A COIN,11/7/05,5
TO PHRASE A COIN,11/9/04,5
TO PROTECT,9/24/98,5
"TO REMAIN ""SILENT""",7/16/03,5
TO REMAIN SILENT,3/19/01,5
TO RICHES,4/7/08,5
TO SEIZE 2 Cs,6/10/05,5
TO SERVE,9/24/98,5
TO SIR WITH LOVE,4/7/00,5
"TO SIR, WITH LOVE",1/18/10,5
TO TELL THE TRUCE,1/9/07,5
"TO THE ""C""",5/30/06,5
"TO THE ""LEFT"" HAND SIDE",12/25/07,5
"TO THE ""NTH"" DEGREE",12/30/97,5
TO THE CORPS,9/11/00,5
TO THE FAR EAST SIDE,2/19/10,5
TO THE LETTER,3/1/11,5
TO THE LIGHTHOUSE,7/8/09,5
TO THE MAX,6/1/00,5
TO THE MAX,9/7/00,5
TO THE NEAREST...,6/16/98,5
TO THE NEAREST...,6/6/00,5
TO THE NINES,1/12/05,5
TO THE NINES,6/5/00,5
TO THE REPUBLIC,1/21/00,5
TO YOUR HEALTH,4/24/01,5
TOAST,6/6/11,5
TOASTS BY LANGUAGE,10/5/07,5
TOBACCO,7/23/10,5
TODAY'S HOROSCOPE,2/9/06,5
TODAY'S HOROSCOPE,4/16/07,5
TODAY'S SPORTS STARS,12/31/99,1
TODD McFARLANE FIGURINES,10/17/00,5
TOE-KNEE,1/30/03,5
TOGO A GO-GO,5/28/07,5
TOLSTOY'S R US,9/19/01,5
TOLSTOY'S WAR AND PEACE,11/15/99,1
TOM CRUISE FILMS,12/11/00,5
TOM CRUISE FILMS,2/24/97,5
TOM HANKS FILMS,1/25/99,5
TOM HANKS MOVIE ROLES,11/8/05,5
TOM HANKS MOVIE ROLES,6/8/07,5
TOM JONES,10/28/10,5
TOM JONES,5/26/99,10
TOM SWIFTIES,3/10/06,5
TOM SWIFTIES,4/17/98,5
TOM SWIFTIES,7/5/05,5
TOM TIME,5/1/08,5
TOM WOLFE,12/14/04,5
"TOM, DICK OR HARRY",6/20/05,5
TOMATOES,11/20/07,5
TOMB WITH A VIEW,9/23/99,5
TOMBSTONE,5/27/10,5
TOMMY ROT!,9/22/00,5
TONGUE TWISTERS,10/12/07,5
TONGUE TWISTERS,11/14/97,5
TONGUE TWISTERS,5/17/99,4
TONIGHT SHOW ANNOUNCERS,12/4/00,5
TONIGHT SHOW HOSTS,4/13/05,5
TONIGHT--A WORLD PREMIER!,12/17/10,5
TONS OF FUN,2/18/11,5
TONY,12/12/07,5
TONY AWARD WINNERS,5/22/07,5
TONY BENNETT'S SONGBOOK,10/30/00,5
